FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p549589,2013p549589,2013-07-23T08:21:05.877,174.3731,-41.5661,5.8203,2.8997,M,automatic,34,,WEL(GNS_Primary),2013-07-23T08:24:45.384,POINT (174.37308 -41.566121)
quake.2013p549586,2013p549586,2013-07-23T08:19:56.727,174.3695,-41.5429,10.0977,2.7963,M,automatic,38,,WEL(GNS_Primary),2013-07-23T08:21:57.964,POINT (174.36954 -41.542871)
quake.2013p549579,2013p549579,2013-07-23T08:15:43.818,177.8212,-36.21,396.875,3.4054,M,automatic,31,,WEL(GNS_Primary),2013-07-23T08:19:44.31,POINT (177.82121 -36.209964)
quake.2013p549569,2013p549569,2013-07-23T08:11:25.602,174.8155,-41.3561,34.2969,2.4382,M,automatic,15,,WEL(GNS_Primary),2013-07-23T08:14:38.151,POINT (174.8155 -41.35606)
quake.2013p549559,2013p549559,2013-07-23T08:05:29.717,174.2348,-41.6048,6.582,2.0195,M,automatic,17,,WEL(GNS_Primary),2013-07-23T08:07:15.853,POINT (174.23477 -41.604802)
quake.2013p549547,2013p549547,2013-07-23T07:59:00.495,174.3373,-41.5684,5.1172,2.1461,M,automatic,14,,WEL(GNS_Primary),2013-07-23T08:01:36.143,POINT (174.33729 -41.568405)
quake.2013p549545,2013p549545,2013-07-23T07:57:57.496,173.8396,-41.5671,7.6953,2.175,M,automatic,15,,WEL(GNS_Primary),2013-07-23T08:01:07.122,POINT (173.83956 -41.567108)
quake.2013p549536,2013p549536,2013-07-23T07:53:16.783,174.3546,-41.5764,5.1172,2.0811,M,automatic,22,,WEL(GNS_Primary),2013-07-23T07:57:04.079,POINT (174.35461 -41.576421)
quake.2013p549532,2013p549532,2013-07-23T07:51:04.439,174.3435,-41.526,12.3828,2.0497,M,automatic,21,,WEL(GNS_Primary),2013-07-23T07:52:56.849,POINT (174.3435 -41.526049)
quake.2013p549524,2013p549524,2013-07-23T07:46:49.32,174.3593,-41.6126,5.1758,2.8076,M,automatic,51,,WEL(GNS_Primary),2013-07-23T12:15:52.339,POINT (174.35933 -41.612635)
quake.2013p549522,2013p549522,2013-07-23T07:45:43.861,174.2517,-41.6364,5.2344,2.3042,M,automatic,10,,WEL(GNS_Primary),2013-07-23T07:47:40.362,POINT (174.25168 -41.636371)
quake.2013p549514,2013p549514,2013-07-23T07:41:14.487,174.2205,-41.5558,17.7734,2.07,M,automatic,13,,WEL(GNS_Primary),2013-07-23T07:43:23.942,POINT (174.22046 -41.555792)
quake.2013p549511,2013p549511,2013-07-23T07:40:05.924,174.3427,-41.5527,13.7891,2.3905,M,automatic,26,,WEL(GNS_Primary),2013-07-23T07:42:53.928,POINT (174.34267 -41.552715)
quake.2013p549491,2013p549491,2013-07-23T07:29:12.891,174.3162,-41.5961,5.1172,2.3254,M,automatic,16,,WEL(GNS_Primary),2013-07-23T07:31:24.843,POINT (174.31625 -41.596146)
quake.2013p549488,2013p549488,2013-07-23T07:27:20.06,174.4134,-41.6067,21.9336,3.0782,M,automatic,54,,WEL(GNS_Primary),2013-07-23T07:31:04.661,POINT (174.41341 -41.606718)
quake.2013p549484,2013p549484,2013-07-23T07:25:35.085,174.2987,-41.5894,12.2656,1.8503,M,automatic,13,,WEL(GNS_Primary),2013-07-23T07:27:29.851,POINT (174.29874 -41.589375)
quake.2013p549480,2013p549480,2013-07-23T07:23:11.537,174.2894,-41.5795,12.6172,2.4763,M,automatic,31,,WEL(GNS_Primary),2013-07-23T07:25:11.037,POINT (174.2894 -41.579508)
quake.2013p549474,2013p549474,2013-07-23T07:19:19.559,171.6939,-43.451,312.5,3.4965,M,automatic,16,,WEL(GNS_Primary),2013-07-23T07:23:16.079,POINT (171.69392 -43.450983)
quake.2013p549472,2013p549472,2013-07-23T07:18:49.545,174.2195,-41.7076,5.1172,1.9686,M,automatic,12,,WEL(GNS_Primary),2013-07-23T07:21:58.708,POINT (174.21949 -41.707578)
quake.2013p549470,2013p549470,2013-07-23T07:17:39.058,174.2418,-41.7132,5.1172,2.184,M,automatic,19,,WEL(GNS_Primary),2013-07-23T07:19:49.711,POINT (174.24182 -41.713239)
quake.2013p549454,2013p549454,2013-07-23T07:08:37.534,173.7461,-42.0679,12.5,4.0203,M,automatic,13,,WEL(GNS_Primary),2013-07-23T07:12:16.938,POINT (173.74607 -42.067872)
quake.2013p549453,2013p549453,2013-07-23T07:08:33.075,174.2296,-41.7642,10.3906,3.4229,M,automatic,68,,WEL(GNS_Primary),2013-07-23T11:14:54.067,POINT (174.2296 -41.76418)
quake.2013p549434,2013p549434,2013-07-23T06:58:50.412,174.2112,-41.6596,11.7383,2.5204,M,automatic,39,,WEL(GNS_Primary),2013-07-23T07:01:07.498,POINT (174.21119 -41.65958)
quake.2013p549384,2013p549384,2013-07-23T06:32:11.181,174.2543,-41.6237,5.0586,2.6509,M,automatic,33,,WEL(GNS_Primary),2013-07-23T06:35:04.428,POINT (174.25433 -41.623728)
quake.2013p549379,2013p549379,2013-07-23T06:29:34.834,174.2239,-41.6777,11.6797,3.4455,M,automatic,74,,WEL(GNS_Primary),2013-07-23T10:21:42.204,POINT (174.22394 -41.67768)
quake.2013p549369,2013p549369,2013-07-23T06:24:10.791,174.4533,-41.5656,5.2344,2.0497,M,automatic,10,,WEL(GNS_Primary),2013-07-23T06:25:56.233,POINT (174.45332 -41.565563)
quake.2013p549361,2013p549361,2013-07-23T06:19:57.702,174.1977,-41.605,10.5664,1.986,M,automatic,11,,WEL(GNS_Primary),2013-07-23T06:21:34.192,POINT (174.19773 -41.604964)
quake.2013p549358,2013p549358,2013-07-23T06:18:02.417,174.3416,-41.6125,5.0586,2.1949,M,automatic,26,,WEL(GNS_Primary),2013-07-23T06:19:55.269,POINT (174.3416 -41.612531)
quake.2013p549349,2013p549349,2013-07-23T06:13:41.338,175.9554,-39.8248,35.1172,1.397,M,automatic,11,,WEL(GNS_Primary),2013-07-23T06:15:15.983,POINT (175.95539 -39.824764)
quake.2013p549345,2013p549345,2013-07-23T06:11:24.183,174.4338,-41.5195,10.0391,1.9477,M,automatic,16,,WEL(GNS_Primary),2013-07-23T06:13:11.173,POINT (174.4338 -41.519532)
quake.2013p549321,2013p549321,2013-07-23T05:58:23.672,175.1726,-38.1572,202.8125,2.5447,M,automatic,15,,WEL(GNS_Primary),2013-07-23T06:01:41.422,POINT (175.17257 -38.157237)
quake.2013p549309,2013p549309,2013-07-23T05:51:59.727,174.3549,-41.5956,12.1484,2.7552,M,automatic,46,,WEL(GNS_Primary),2013-07-23T09:15:47.549,POINT (174.35488 -41.595614)
quake.2013p549301,2013p549301,2013-07-23T05:47:49.031,174.3498,-41.6305,12.3828,3.0739,M,automatic,60,,WEL(GNS_Primary),2013-07-23T09:12:25.377,POINT (174.34977 -41.630495)
quake.2013p549284,2013p549284,2013-07-23T05:38:43.961,174.2315,-41.6579,7.9297,2.2089,M,automatic,20,,WEL(GNS_Primary),2013-07-23T05:42:49.377,POINT (174.23151 -41.657883)
quake.2013p549278,2013p549278,2013-07-23T05:35:38.521,174.2471,-41.6567,12.6172,2.1973,M,automatic,20,,WEL(GNS_Primary),2013-07-23T05:38:33.388,POINT (174.24713 -41.656673)
quake.2013p549273,2013p549273,2013-07-23T05:33:05.551,174.0218,-41.6872,6.4062,2.7847,M,automatic,24,,WEL(GNS_Primary),2013-07-23T05:36:16.64,POINT (174.02175 -41.687174)
quake.2013p549263,2013p549263,2013-07-23T05:27:24.288,174.3347,-41.581,5.0586,2.6757,M,automatic,32,,WEL(GNS_Primary),2013-07-23T05:30:04.829,POINT (174.33466 -41.581048)
quake.2013p549260,2013p549260,2013-07-23T05:25:58.962,174.3886,-41.5234,14.4336,2.7726,M,automatic,59,,WEL(GNS_Primary),2013-07-23T08:36:34.309,POINT (174.38857 -41.523413)
quake.2013p549256,2013p549256,2013-07-23T05:23:39.643,174.3731,-41.5451,13.3789,2.2836,M,automatic,24,,WEL(GNS_Primary),2013-07-23T05:25:23.658,POINT (174.37308 -41.545061)
quake.2013p549232,2013p549232,2013-07-23T05:10:57.932,175.8215,-38.3223,136.7188,2.6207,M,automatic,28,,WEL(GNS_Primary),2013-07-23T05:14:06.715,POINT (175.8215 -38.322339)
quake.2013p549228,2013p549228,2013-07-23T05:09:10.507,174.1961,-41.6468,5.1172,2.6401,M,automatic,38,,WEL(GNS_Primary),2013-07-23T05:11:31.194,POINT (174.19611 -41.646833)
quake.2013p549219,2013p549219,2013-07-23T05:04:23.257,174.349,-41.6355,5.1172,1.9975,M,automatic,13,,WEL(GNS_Primary),2013-07-23T05:06:15.2,POINT (174.34904 -41.635478)
quake.2013p549217,2013p549217,2013-07-23T05:03:00.347,174.4101,-41.5341,11.6211,2.3179,M,automatic,32,,WEL(GNS_Primary),2013-07-23T05:09:29.472,POINT (174.41012 -41.534057)
quake.2013p549214,2013p549214,2013-07-23T05:01:22.438,174.1673,-41.4683,20.3516,2.2737,M,automatic,16,,WEL(GNS_Primary),2013-07-23T05:04:44.311,POINT (174.16726 -41.468307)
quake.2013p549202,2013p549202,2013-07-23T04:55:40.506,174.1773,-41.6488,5.1172,2.4296,M,automatic,24,,WEL(GNS_Primary),2013-07-23T04:58:01.269,POINT (174.1773 -41.648782)
quake.2013p549198,2013p549198,2013-07-23T04:52:59.298,174.1878,-41.5682,10.2734,2.1089,M,automatic,12,,WEL(GNS_Primary),2013-07-23T04:54:19.617,POINT (174.18779 -41.568177)
quake.2013p549195,2013p549195,2013-07-23T04:51:23.486,174.2485,-41.6997,5.7031,2.5232,M,automatic,23,,WEL(GNS_Primary),2013-07-23T04:53:40.216,POINT (174.24847 -41.699671)
quake.2013p549188,2013p549188,2013-07-23T04:47:45.283,174.4133,-41.5014,10.5078,1.8882,M,automatic,16,,WEL(GNS_Primary),2013-07-23T04:50:44.557,POINT (174.41334 -41.501414)
quake.2013p549186,2013p549186,2013-07-23T04:46:36.633,174.2188,-41.6398,5.0586,2.3946,M,automatic,26,,WEL(GNS_Primary),2013-07-23T04:50:32.142,POINT (174.21877 -41.639783)
quake.2013p549179,2013p549179,2013-07-23T04:43:05.376,174.2915,-41.5862,12.8516,2.0566,M,reviewed,14,,WEL(GNS_Primary),2013-07-23T04:54:51.339,POINT (174.29149 -41.586242)
quake.2013p549175,2013p549175,2013-07-23T04:40:56.654,174.3186,-41.6119,6.6992,2.5501,M,automatic,33,,WEL(GNS_Primary),2013-07-23T04:43:20.039,POINT (174.31856 -41.611853)
quake.2013p549168,2013p549168,2013-07-23T04:36:44.078,174.162,-41.6583,5.1172,2.1686,M,automatic,19,,WEL(GNS_Primary),2013-07-23T04:38:50.142,POINT (174.16198 -41.658342)
quake.2013p549163,2013p549163,2013-07-23T04:35:07.145,174.1937,-41.58,5.1172,2.3556,M,automatic,23,,WEL(GNS_Primary),2013-07-23T04:38:06.647,POINT (174.19373 -41.58003)
quake.2013p549144,2013p549144,2013-07-23T04:24:00.775,174.3499,-41.598,5.1172,2.0588,M,automatic,15,,WEL(GNS_Primary),2013-07-23T04:25:55.863,POINT (174.34991 -41.59797)
quake.2013p549131,2013p549131,2013-07-23T04:17:16.632,176.9006,-39.9462,49.2969,2.7061,M,automatic,50,,WEL(GNS_Primary),2013-07-23T04:20:57.278,POINT (176.90058 -39.946177)
quake.2013p549126,2013p549126,2013-07-23T04:15:14.192,174.3874,-41.5363,9.9805,2.7444,M,automatic,45,,WEL(GNS_Primary),2013-07-23T04:17:43.85,POINT (174.38745 -41.536309)
quake.2013p549119,2013p549119,2013-07-23T04:10:50.184,174.1188,-41.6888,5.1172,2.3325,M,automatic,16,,WEL(GNS_Primary),2013-07-23T04:12:58.061,POINT (174.11881 -41.688773)
quake.2013p549116,2013p549116,2013-07-23T04:09:07.304,174.2086,-41.7185,8.9844,2.7692,M,automatic,35,,WEL(GNS_Primary),2013-07-23T04:12:20.277,POINT (174.20858 -41.718519)
quake.2013p549091,2013p549091,2013-07-23T03:56:16,174.1304,-41.5394,15.5469,1.7638,M,automatic,12,,WEL(GNS_Primary),2013-07-23T03:58:37.221,POINT (174.13045 -41.539379)
quake.2013p549078,2013p549078,2013-07-23T03:49:04.847,174.1752,-41.642,8.6328,3.2871,M,automatic,61,,WEL(GNS_Primary),2013-07-23T03:52:39.933,POINT (174.17522 -41.642048)
quake.2013p549075,2013p549075,2013-07-23T03:47:24.802,174.2607,-41.6487,5.1172,2.507,M,automatic,26,,WEL(GNS_Primary),2013-07-23T03:49:51.076,POINT (174.26066 -41.648729)
quake.2013p549073,2013p549073,2013-07-23T03:46:15.663,174.2161,-41.5592,12.5586,2.0108,M,automatic,16,,WEL(GNS_Primary),2013-07-23T03:48:06.938,POINT (174.2161 -41.559209)
quake.2013p549065,2013p549065,2013-07-23T03:42:16.108,174.4121,-41.5149,13.2617,2.4709,M,automatic,30,,WEL(GNS_Primary),2013-07-23T03:44:17.351,POINT (174.41214 -41.514932)
quake.2013p549059,2013p549059,2013-07-23T03:38:50.093,176.7249,-40.3438,6.0547,2.0927,M,automatic,17,,WEL(GNS_Primary),2013-07-23T03:40:41.395,POINT (176.72493 -40.343757)
quake.2013p549056,2013p549056,2013-07-23T03:37:15.746,174.5435,-41.5603,10.0391,2.1819,M,automatic,21,,WEL(GNS_Primary),2013-07-23T03:40:07.052,POINT (174.54348 -41.560292)
quake.2013p549051,2013p549051,2013-07-23T03:34:37.867,174.2505,-41.603,11.3281,2.2546,M,automatic,20,,WEL(GNS_Primary),2013-07-23T03:36:44.316,POINT (174.25046 -41.60297)
quake.2013p549045,2013p549045,2013-07-23T03:31:42.829,174.1938,-41.6209,21.9922,3.0299,M,automatic,52,,WEL(GNS_Primary),2013-07-23T03:35:24.985,POINT (174.19381 -41.620906)
quake.2013p549039,2013p549039,2013-07-23T03:28:16.317,174.2489,-41.5925,12.1484,2.488,M,automatic,29,,WEL(GNS_Primary),2013-07-23T03:30:36.239,POINT (174.24893 -41.592498)
quake.2013p549036,2013p549036,2013-07-23T03:26:30.457,174.1764,-41.572,9.8047,2.0535,M,automatic,15,,WEL(GNS_Primary),2013-07-23T03:29:07.609,POINT (174.17643 -41.572014)
quake.2013p549031,2013p549031,2013-07-23T03:23:52.872,176.3754,-38.9378,149.375,1.9501,M,automatic,12,,WEL(GNS_Primary),2013-07-23T03:25:43.937,POINT (176.37535 -38.937795)
quake.2013p549027,2013p549027,2013-07-23T03:22:06.745,174.2824,-41.6112,5.9961,2.5295,M,automatic,32,,WEL(GNS_Primary),2013-07-23T03:25:58.062,POINT (174.28241 -41.611207)
quake.2013p549017,2013p549017,2013-07-23T03:16:39.341,174.4263,-41.502,12.9102,2.7197,M,automatic,38,,WEL(GNS_Primary),2013-07-23T03:18:53.823,POINT (174.42634 -41.502005)
quake.2013p549010,2013p549010,2013-07-23T03:12:36.456,174.2458,-41.645,5.1172,2.3449,M,automatic,21,,WEL(GNS_Primary),2013-07-23T03:15:56.071,POINT (174.24578 -41.644956)
quake.2013p549006,2013p549006,2013-07-23T03:10:50.252,174.2583,-41.6493,5.0586,2.7557,M,automatic,35,,WEL(GNS_Primary),2013-07-23T03:13:21.76,POINT (174.25826 -41.649285)
quake.2013p548998,2013p548998,2013-07-23T03:06:23.98,174.3869,-41.5509,9.9805,2.7193,M,automatic,45,,WEL(GNS_Primary),2013-07-23T03:08:37.965,POINT (174.38687 -41.550888)
quake.2013p548994,2013p548994,2013-07-23T03:04:16.112,177.755,-38.9154,17.5391,2.1139,M,automatic,21,,WEL(GNS_Primary),2013-07-23T03:05:46.764,POINT (177.75495 -38.915381)
quake.2013p548974,2013p548974,2013-07-23T02:53:41.114,174.3126,-41.6211,5.1172,1.9877,M,automatic,14,,WEL(GNS_Primary),2013-07-23T02:55:39.833,POINT (174.31258 -41.621061)
quake.2013p548963,2013p548963,2013-07-23T02:47:45.899,174.2035,-41.6956,5.0586,2.6269,M,automatic,22,,WEL(GNS_Primary),2013-07-23T02:49:53.2,POINT (174.2035 -41.695639)
quake.2013p548960,2013p548960,2013-07-23T02:46:02.168,174.2181,-41.6441,15.8984,3.0195,M,automatic,44,,WEL(GNS_Primary),2013-07-23T03:01:45.043,POINT (174.21812 -41.644143)
quake.2013p548948,2013p548948,2013-07-23T02:39:34.875,174.2938,-41.5605,5.3516,2.1375,M,automatic,14,,WEL(GNS_Primary),2013-07-23T02:41:25.524,POINT (174.29376 -41.560451)
quake.2013p548936,2013p548936,2013-07-23T02:33:26.888,174.2377,-41.6216,5.0586,2.4395,M,automatic,35,,WEL(GNS_Primary),2013-07-23T02:59:54.024,POINT (174.23768 -41.62157)
quake.2013p548913,2013p548913,2013-07-23T02:20:55.295,174.3914,-41.5564,5.0586,2.011,M,automatic,16,,WEL(GNS_Primary),2013-07-23T02:22:49.227,POINT (174.39145 -41.556444)
quake.2013p548909,2013p548909,2013-07-23T02:18:47.139,174.2554,-41.6427,5.1172,2.2039,M,automatic,18,,WEL(GNS_Primary),2013-07-23T02:23:34.666,POINT (174.25537 -41.642735)
quake.2013p548890,2013p548890,2013-07-23T02:08:58.326,174.3,-41.5963,14.4336,3.1554,M,automatic,60,,WEL(GNS_Primary),2013-07-23T02:12:38.167,POINT (174.30003 -41.596294)
quake.2013p548887,2013p548887,2013-07-23T02:07:05.379,174.2293,-41.6211,7.4609,2.8414,M,automatic,20,,WEL(GNS_Primary),2013-07-23T02:10:02.063,POINT (174.22926 -41.621114)
quake.2013p548883,2013p548883,2013-07-23T02:05:11.88,173.6869,-42.5209,7.5781,2.9848,M,reviewed,14,,WEL(GNS_Primary),2013-07-23T03:10:04.517,POINT (173.68693 -42.520865)
quake.2013p548881,2013p548881,2013-07-23T02:03:58.972,175.9237,-39.1924,5.4688,2.7901,M,automatic,24,,WEL(GNS_Primary),2013-07-23T02:06:57.651,POINT (175.92374 -39.192397)
quake.2013p548878,2013p548878,2013-07-23T02:03:07.313,174.2226,-41.6449,7.9883,4.1335,M,reviewed,89,,WEL(GNS_Primary),2013-07-23T02:52:54.009,POINT (174.22264 -41.644901)
quake.2013p548869,2013p548869,2013-07-23T01:57:31.087,174.1633,-41.7218,19.1797,2.5315,M,automatic,31,,WEL(GNS_Primary),2013-07-23T02:01:57.404,POINT (174.16329 -41.721778)
quake.2013p548862,2013p548862,2013-07-23T01:53:44.358,174.2391,-41.5755,8.8672,2.0344,M,reviewed,12,,WEL(GNS_Primary),2013-07-23T03:19:46.305,POINT (174.23911 -41.575526)
quake.2013p548856,2013p548856,2013-07-23T01:50:48.682,174.1963,-41.6251,5.1172,1.886,M,reviewed,12,,WEL(GNS_Primary),2013-07-23T03:15:36.617,POINT (174.19626 -41.625149)
quake.2013p548854,2013p548854,2013-07-23T01:49:29.106,174.3636,-41.6417,7.9297,1.9594,M,automatic,18,,WEL(GNS_Primary),2013-07-23T01:51:23.983,POINT (174.36355 -41.641744)
quake.2013p548843,2013p548843,2013-07-23T01:43:42.618,174.2393,-41.6525,5.0586,2.1761,M,automatic,17,,WEL(GNS_Primary),2013-07-23T01:45:51.08,POINT (174.23926 -41.65248)
quake.2013p548837,2013p548837,2013-07-23T01:40:28.552,174.1936,-41.6582,12.207,3.1347,M,automatic,53,,WEL(GNS_Primary),2013-07-23T01:44:15.317,POINT (174.19364 -41.65823)
quake.2013p548833,2013p548833,2013-07-23T01:38:44.257,174.2244,-41.6535,16.8359,2.0903,M,reviewed,14,,WEL(GNS_Primary),2013-07-23T01:44:32.799,POINT (174.22444 -41.653504)
quake.2013p548824,2013p548824,2013-07-23T01:33:35.601,174.3598,-41.6149,8.8672,2.1195,M,automatic,16,,WEL(GNS_Primary),2013-07-23T01:35:50.435,POINT (174.35976 -41.614941)
quake.2013p548814,2013p548814,2013-07-23T01:28:26.461,173.9487,-41.5995,7.6953,2.2159,M,automatic,14,,WEL(GNS_Primary),2013-07-23T01:31:11.03,POINT (173.94868 -41.599517)
quake.2013p548812,2013p548812,2013-07-23T01:27:22.48,174.246,-41.6172,5.0586,2.5074,M,automatic,21,,WEL(GNS_Primary),2013-07-23T01:32:41.629,POINT (174.24604 -41.617228)
quake.2013p548804,2013p548804,2013-07-23T01:22:59.641,177.7708,-38.9042,21.5234,1.6741,M,automatic,12,,WEL(GNS_Primary),2013-07-23T01:25:03.989,POINT (177.77082 -38.904205)
quake.2013p548802,2013p548802,2013-07-23T01:21:47.099,174.2579,-41.6361,5.1172,2.2581,M,automatic,21,,WEL(GNS_Primary),2013-07-23T01:23:43.452,POINT (174.25789 -41.636136)
quake.2013p548795,2013p548795,2013-07-23T01:18:20.888,174.1522,-41.6462,5.0586,1.8045,M,automatic,10,,WEL(GNS_Primary),2013-07-23T01:20:23.039,POINT (174.15222 -41.646169)
quake.2013p548791,2013p548791,2013-07-23T01:15:50.818,174.371,-41.6015,6.6406,1.9046,M,automatic,17,,WEL(GNS_Primary),2013-07-23T01:17:43.074,POINT (174.37099 -41.601509)
quake.2013p548765,2013p548765,2013-07-23T01:02:22.785,174.3537,-41.5616,9.9805,2.4414,M,automatic,31,,WEL(GNS_Primary),2013-07-23T01:05:13.375,POINT (174.3537 -41.561589)
quake.2013p548763,2013p548763,2013-07-23T01:00:58.344,174.2526,-41.6145,5.0586,2.3484,M,automatic,25,,WEL(GNS_Primary),2013-07-23T01:04:36.316,POINT (174.25261 -41.614502)
quake.2013p548762,2013p548762,2013-07-23T01:00:46.15,176.2011,-37.3822,283.4375,2.65,M,automatic,22,,WEL(GNS_Primary),2013-07-23T01:04:20.252,POINT (176.20112 -37.382198)
quake.2013p548746,2013p548746,2013-07-23T00:52:15.902,174.1754,-41.6715,14.082,2.9401,M,automatic,38,,WEL(GNS_Primary),2013-07-23T00:55:20.842,POINT (174.17545 -41.671459)
quake.2013p548740,2013p548740,2013-07-23T00:48:46.836,174.3304,-41.6049,10.0391,1.6619,M,reviewed,8,,WEL(GNS_Primary),2013-07-23T01:42:14.665,POINT (174.33039 -41.604902)
quake.2013p548727,2013p548727,2013-07-23T00:42:44.315,174.1372,-41.5558,17.0703,2.5361,M,automatic,29,,WEL(GNS_Primary),2013-07-23T00:45:03.3,POINT (174.13723 -41.555845)
quake.2013p548723,2013p548723,2013-07-23T00:39:49.916,174.1464,-41.68,23.5156,1.9779,M,automatic,14,,WEL(GNS_Primary),2013-07-23T00:41:56.527,POINT (174.14638 -41.67999)
quake.2013p548715,2013p548715,2013-07-23T00:35:30.796,174.2594,-41.6418,5.0586,2.9612,M,automatic,32,,WEL(GNS_Primary),2013-07-23T00:37:48.87,POINT (174.25937 -41.64181)
quake.2013p548712,2013p548712,2013-07-23T00:33:45.482,174.3159,-41.6197,5.8789,2.8544,M,automatic,32,,WEL(GNS_Primary),2013-07-23T00:35:58.038,POINT (174.31587 -41.619698)
quake.2013p548710,2013p548710,2013-07-23T00:32:42.062,174.1519,-41.6637,5.0586,2.1785,M,automatic,12,,WEL(GNS_Primary),2013-07-23T00:34:42.826,POINT (174.15191 -41.663677)
quake.2013p548701,2013p548701,2013-07-23T00:28:08.985,174.2793,-41.6215,10.918,2.9849,M,automatic,53,,WEL(GNS_Primary),2013-07-23T00:31:48.516,POINT (174.27934 -41.621544)
quake.2013p548696,2013p548696,2013-07-23T00:25:21.899,174.121,-41.4177,13.5547,1.9044,M,automatic,12,,WEL(GNS_Primary),2013-07-23T00:27:13.886,POINT (174.12098 -41.417726)
quake.2013p548688,2013p548688,2013-07-23T00:21:19.946,174.2761,-41.5441,11.4453,2.4346,M,reviewed,18,,WEL(GNS_Primary),2013-07-23T01:18:05.703,POINT (174.27614 -41.544084)
quake.2013p548687,2013p548687,2013-07-23T00:20:45.241,174.2958,-41.578,5.1172,2.4564,M,reviewed,16,,WEL(GNS_Primary),2013-07-23T01:23:57.983,POINT (174.29579 -41.578028)
quake.2013p548679,2013p548679,2013-07-23T00:16:41.993,174.246,-41.6172,11.6211,3.3166,M,automatic,52,,WEL(GNS_Primary),2013-07-23T00:19:42.272,POINT (174.24604 -41.617228)
quake.2013p548674,2013p548674,2013-07-23T00:14:02.365,174.2922,-41.5398,5.0586,3.0047,M,automatic,43,,WEL(GNS_Primary),2013-07-23T00:16:31.635,POINT (174.29219 -41.53976)
quake.2013p548665,2013p548665,2013-07-23T00:08:52.14,174.2882,-41.6135,11.0352,3.5781,M,automatic,73,,WEL(GNS_Primary),2013-07-23T00:12:40.351,POINT (174.28825 -41.613464)
quake.2013p548658,2013p548658,2013-07-23T00:05:31.091,174.136,-41.5381,15.4883,2.1694,M,automatic,19,,WEL(GNS_Primary),2013-07-23T00:07:25.752,POINT (174.13604 -41.538084)
quake.2013p548649,2013p548649,2013-07-23T00:01:16.424,174.2437,-41.628,9.5117,3.2056,M,automatic,66,,WEL(GNS_Primary),2013-07-23T00:05:09.728,POINT (174.24367 -41.628002)
quake.2013p548641,2013p548641,2013-07-22T23:55:56.925,174.1949,-41.6237,5.0586,2.2279,M,automatic,21,,WEL(GNS_Primary),2013-07-22T23:58:05.138,POINT (174.19494 -41.623651)
quake.2013p548630,2013p548630,2013-07-22T23:50:19.358,174.3565,-41.6374,10.0391,2.0495,M,automatic,18,,WEL(GNS_Primary),2013-07-22T23:52:20.365,POINT (174.35647 -41.637365)
quake.2013p548622,2013p548622,2013-07-22T23:46:31.892,174.2346,-41.6523,14.1992,3.5745,M,automatic,75,,WEL(GNS_Primary),2013-07-22T23:51:38.262,POINT (174.23465 -41.652344)
quake.2013p548612,2013p548612,2013-07-22T23:40:34.496,174.3092,-41.8011,17.7734,1.8096,M,automatic,10,,WEL(GNS_Primary),2013-07-22T23:42:14.291,POINT (174.30919 -41.80113)
quake.2013p548602,2013p548602,2013-07-22T23:36:05.032,174.291,-41.5791,8.0469,2.5107,M,automatic,12,,WEL(GNS_Primary),2013-07-22T23:38:53.126,POINT (174.291 -41.579138)
quake.2013p548599,2013p548599,2013-07-22T23:33:38.809,174.7368,-40.8659,9.6875,3.3478,M,automatic,16,,WEL(GNS_Primary),2013-07-22T23:37:11.996,POINT (174.73684 -40.865874)
